sample_name Run
CMET-0404_05 3
CMET-0404_06 3
CMET-0404_07 3
CMET-0404_08 3
CMET-0404_09 3
CMET-0404_10 3
CMET-0404_11 3
CMET-0404_12 3
SPY181012_01 3
SPY181012_02 3
SPY181012_03 3
SPY181012_04 3
SPY181012_05 3
SPY181012_06 3
SPY181012_07 3
SPY181012_08 3
SPY181012_09 3
SPY181012_10 3
SPY181012_11 3
SPY181012_12 3
SPY181013_01 3
SPY181013_02 3
SPY181013_03 3
SPY181013_04 3
SPY181013_05 3
SPY181013_06 3
SPY181013_07 3
SPY181013_08 3
SPY181013_09 3
SPY181013_10 3
SPY181013_11 3
SPY181013_12 3
SPY181014_01 3
SPY181014_02 3
SPY181014_03 3
SPY181014_04 3
SPY181014_05 3
SPY181014_06 3
SPY181014_07 3
SPY181014_08 3
SPY181014_09 3
SPY181014_10 3
SPY181014_11 3
SPY181014_12 3
SPY181015_01 3
SPY181015_02 3
SPY181015_03 3
SPY181015_04 3
SPY181015_05 3
SPY181015_06 3
SPY181015_07 3
SPY181015_08 3
SPY181015_09 3
SPY181015_10 3
SPY181015_11 3
SPY181015_12 3
CEXT-1804_01 3
CEXT-1804_02 3
CEXT-1804_03 3
CEXT-1804_04 3
CEXT-1804_05 3
CEXT-1804_06 3
CEXT-1804_07 3
CEXT-1804_08 3
CEXT-1804_09 3
CEXT-1804_10 3
CEXT-1804_11 3
CEXT-1804_12 3
SPY181016_01 3
SPY181016_02 3
SPY181016_03 3
SPY181016_04 3
SPY181016_05 3
SPY181016_06 3
SPY181016_07 3
SPY181016_08 3
SPY181016_09 3
SPY181016_10 3
SPY181016_11 3
SPY181016_12 3
SPY181017_01 3
SPY181017_02 3
SPY181017_03 3
SPY181017_04 3
SPY181017_05 3
SPY181017_06 3
SPY181017_07 3
SPY181017_08 3
SPY181017_09 3
SPY181017_10 3
SPY181017_11 3
SPY181017_12 3
SPY181018_01 3
SPY181018_02 3
SPY181018_03 3
SPY181018_04 3
SPY181018_05 3
SPY181018_06 3
SPY181018_07 3
SPY181018_08 3
SPY181018_09 3
SPY181018_10 3
SPY181018_11 3
SPY181018_12 3
SPY181019_01 3
SPY181019_02 3
SPY181019_03 3
SPY181019_04 3
SPY181019_05 3
SPY181019_06 3
SPY181019_07 3
SPY181019_08 3
SPY181019_09 3
SPY181019_10 3
SPY181019_11 3
SPY181019_12 3
SPY181020_01 3
SPY181020_02 3
SPY181020_03 3
SPY181020_04 3
SPY181020_05 3
SPY181020_06 3
SPY181020_07 3
SPY181020_08 3
SPY181020_09 3
SPY181020_10 3
SPY181020_11 3
SPY181020_12 3
SPY181021_01 3
SPY181021_02 3
SPY181021_03 3
SPY181021_04 3
SPY181021_05 3
SPY181021_06 3
SPY181021_07 3
SPY181021_08 3
SPY181021_09 3
SPY181021_10 3
SPY181021_11 3
SPY181021_12 3
SPY181022_01 3
SPY181022_02 3
SPY181022_03 3
SPY181022_04 3
SPY181022_05 3
SPY181022_06 3
SPY181022_07 3
SPY181022_08 3
SPY181022_09 3
SPY181022_10 3
SPY181022_11 3
SPY181022_12 3
SPY181023_01 3
SPY181023_02 3
SPY181023_03 3
SPY181023_04 3
SPY181023_05 3
SPY181023_06 3
SPY181023_07 3
SPY181023_08 3
SPY181023_09 3
SPY181023_10 3
SPY181023_11 3
SPY181023_12 3
SPY181024_01 3
SPY181024_02 3
SPY181024_03 3
SPY181024_04 3
SPY181024_05 3
SPY181024_06 3
SPY181024_07 3
SPY181024_08 3
SPY181024_09 3
SPY181024_10 3
SPY181024_11 3
SPY181024_12 3
SPY181025_01 3
SPY181025_02 3
SPY181025_03 3
SPY181025_04 3
SPY181025_05 3
SPY181025_06 3
SPY181025_07 3
SPY181025_08 3
SPY181025_09 3
SPY181025_10 3
SPY181025_11 3
SPY181025_12 3
SPY181026_01 3
SPY181026_02 3
SPY181026_03 3
SPY181026_04 3
SPY181026_05 3
SPY181026_06 3
SPY181026_07 3
SPY181026_08 3
SPY181026_09 3
SPY181026_10 3
SPY181026_11 3
SPY181026_12 3
SPY181027_01 3
SPY181027_02 3
SPY181027_03 3
SPY181027_04 3
SPY181027_05 3
SPY181027_06 3
SPY181027_07 3
SPY181027_08 3
SPY181027_09 3
SPY181027_10 3
SPY181027_11 3
SPY181027_12 3
SPY181028_01 3
SPY181028_02 3
SPY181028_03 3
SPY181028_04 3
SPY181028_05 3
SPY181028_06 3
SPY181028_07 3
SPY181028_08 3
SPY181028_09 3
SPY181028_10 3
SPY181028_11 3
SPY181028_12 3
SPY181029_01 3
SPY181029_02 3
SPY181029_03 3
SPY181029_04 3
SPY181029_05 3
SPY181029_06 3
SPY181029_07 3
SPY181029_08 3
SPY181029_09 3
SPY181029_10 3
SPY181029_11 3
SPY181029_12 3
SPY181030_01 4
SPY181030_02 4
SPY181030_03 4
SPY181030_04 4
SPY181030_05 4
SPY181030_06 4
SPY181030_07 4
SPY181030_08 4
SPY181030_09 4
SPY181030_10 4
SPY181030_11 4
SPY181030_12 4
SPY181031_01 4
SPY181031_02 4
SPY181031_03 4
SPY181031_04 4
SPY181031_05 4
SPY181031_06 4
SPY181031_07 4
SPY181031_08 4
SPY181031_09 4
SPY181031_10 4
SPY181031_11 4
SPY181031_12 4
SPY181032_01 4
SPY181032_02 4
SPY181032_03 4
SPY181032_04 4
SPY181032_05 4
SPY181032_06 4
SPY181032_07 4
SPY181032_08 4
SPY181032_09 4
SPY181032_10 4
SPY181032_11 4
SPY181032_12 4
SPY181033_01 4
SPY181033_02 4
SPY181033_03 4
SPY181033_04 4
SPY181033_05 4
SPY181033_06 4
SPY181033_07 4
SPY181033_08 4
SPY181033_09 4
SPY181033_10 4
SPY181033_11 4
SPY181033_12 4
SPY181034_01 4
SPY181034_02 4
SPY181034_03 4
SPY181034_04 4
SPY181034_05 4
SPY181034_06 4
SPY181034_07 4
SPY181034_08 4
SPY181034_09 4
SPY181034_10 4
SPY181034_11 4
SPY181034_12 4
SPY181035_01 4
SPY181035_02 4
SPY181035_03 4
SPY181035_04 4
SPY181035_05 4
SPY181035_06 4
SPY181035_07 4
SPY181035_08 4
SPY181035_09 4
SPY181035_10 4
SPY181035_11 4
SPY181035_12 4
SPY181036_01 4
SPY181036_02 4
SPY181036_03 4
SPY181036_04 4
SPY181036_05 4
SPY181036_06 4
SPY181036_07 4
SPY181036_08 4
SPY181036_09 4
SPY181036_10 4
SPY181036_11 4
SPY181036_12 4
SPY181037_01 4
SPY181037_02 4
SPY181037_03 4
SPY181037_04 4
SPY181037_05 4
SPY181037_06 4
SPY181037_07 4
SPY181037_08 4
SPY181037_09 4
SPY181037_10 4
SPY181037_11 4
SPY181037_12 4
SPY181038_01 4
SPY181038_02 4
SPY181038_03 4
SPY181038_04 4
SPY181038_05 4
SPY181038_06 4
SPY181038_07 4
SPY181038_08 4
SPY181038_09 4
SPY181038_10 4
SPY181038_11 4
SPY181038_12 4
SPY181039_01 4
SPY181039_02 4
SPY181039_03 4
SPY181039_04 4
SPY181039_05 4
SPY181039_06 4
SPY181039_07 4
SPY181039_08 4
SPY181039_09 4
SPY181039_10 4
SPY181039_11 4
SPY181039_12 4
SPY181040_01 4
SPY181040_02 4
SPY181040_03 4
SPY181040_04 4
SPY181040_05 4
SPY181040_06 4
SPY181040_07 4
SPY181040_08 4
SPY181040_09 4
SPY181040_10 4
SPY181040_11 4
SPY181040_12 4
SPY181041_01 4
SPY181041_02 4
SPY181041_03 4
SPY181041_04 4
SPY181041_05 4
SPY181041_06 4
SPY181041_07 4
SPY181041_08 4
SPY181041_09 4
SPY181041_10 4
SPY181041_11 4
SPY181041_12 4
SPY181042_01 4
SPY181042_02 4
SPY181042_03 4
SPY181042_04 4
SPY181042_05 4
SPY181042_06 4
SPY181042_07 4
SPY181042_08 4
SPY181042_09 4
SPY181042_10 4
SPY181042_11 4
SPY181042_12 4
SPY181043_01 4
SPY181043_02 4
SPY181043_03 4
SPY181043_04 4
SPY181043_05 4
SPY181043_06 4
SPY181043_07 4
SPY181043_08 4
SPY181043_09 4
SPY181043_10 4
SPY181043_11 4
SPY181043_12 4
SPY181044_01 4
SPY181044_02 4
SPY181044_03 4
SPY181044_04 4
SPY181044_05 4
SPY181044_06 4
SPY181044_07 4
SPY181044_08 4
SPY181044_09 4
SPY181044_10 4
SPY181044_11 4
SPY181044_12 4
SPY181045_01 4
SPY181045_02 4
SPY181045_03 4
SPY181045_04 4
SPY181045_05 4
SPY181045_06 4
SPY181045_07 4
SPY181045_08 4
SPY181045_09 4
SPY181045_10 4
SPY181045_11 4
SPY181045_12 4
SPY181046_01 4
SPY181046_02 4
SPY181046_03 4
SPY181046_04 4
SPY181046_05 4
SPY181046_06 4
SPY181046_07 4
SPY181046_08 4
SPY181046_09 4
SPY181046_10 4
SPY181046_11 4
SPY181046_12 4
SPY181047_01 4
SPY181047_02 4
SPY181047_03 4
SPY181047_04 4
SPY181047_05 4
SPY181047_06 4
SPY181047_07 4
SPY181047_08 4
SPY181047_09 4
SPY181047_10 4
SPY181047_11 4
SPY181047_12 4
SPY181048_01 4
SPY181048_02 4
SPY181048_03 4
SPY181048_04 4
SPY181048_05 4
SPY181048_06 4
SPY181048_07 4
SPY181048_08 4
SPY181048_09 4
SPY181048_10 4
SPY181048_11 4
SPY181048_12 4
SPY181049_01 4
SPY181049_02 4
SPY181049_03 4
SPY181049_04 4
SPY181049_05 4
SPY181049_06 4
SPY181049_07 4
SPY181049_08 4
SPY181049_09 4
SPY181049_10 4
SPY181049_11 4
SPY181049_12 4
SPY181050_01 4
SPY181050_02 4
SPY181050_03 4
SPY181050_04 4
SPY181050_05 4
SPY181050_06 4
SPY181050_07 4
SPY181050_08 4
SPY181050_09 4
SPY181050_10 4
SPY181050_11 4
SPY181050_12 4
SPY181051_01 4
SPY181051_02 4
SPY181051_03 4
SPY181051_04 4
SPY181051_05 4
SPY181051_06 4
SPY181051_07 4
SPY181051_08 4
SPY181051_09 4
SPY181051_10 4
SPY181051_11 4
SPY181051_12 4
SPY181052_01 4
SPY181052_02 4
SPY181052_03 4
SPY181052_04 4
SPY181052_05 4
SPY181052_06 4
SPY181052_07 4
SPY181052_08 4
SPY181052_09 4
SPY181052_10 4
SPY181052_11 4
SPY181052_12 4
SPY181053_01 4
SPY181053_02 4
SPY181053_03 4
SPY181053_04 4
SPY181053_05 4
SPY181053_06 4
SPY181053_07 4
SPY181053_08 4
SPY181053_09 4
SPY181053_10 4
SPY181053_11 4
SPY181053_12 4
SPY181054_01 4
SPY181054_02 4
SPY181054_03 4
SPY181054_04 4
SPY181054_05 4
SPY181054_06 4
SPY181054_07 4
SPY181054_08 4
SPY181054_09 4
SPY181054_10 4
SPY181054_11 4
SPY181054_12 4
SPY181055_01 4
SPY181055_02 4
SPY181055_03 4
SPY181055_04 4
SPY181055_05 4
SPY181055_06 4
SPY181055_07 4
SPY181055_08 4
SPY181055_09 4
SPY181055_10 4
SPY181055_11 4
SPY181055_12 4
SPY181056_01 4
SPY181056_02 4
SPY181056_03 4
SPY181056_04 4
SPY181056_05 4
SPY181056_06 4
SPY181056_07 4
SPY181056_08 4
SPY181056_09 4
SPY181056_10 4
SPY181056_11 4
SPY181056_12 4
SPY181057_01 4
SPY181057_02 4
SPY181057_03 4
SPY181057_04 4
SPY181057_05 4
SPY181057_06 4
SPY181057_07 4
SPY181057_08 4
SPY181057_09 4
SPY181057_10 4
SPY181057_11 4
SPY181057_12 4
SPY181058_01 4
SPY181058_02 4
SPY181058_03 4
SPY181058_04 4
SPY181058_05 4
SPY181058_06 4
SPY181058_07 4
SPY181058_08 4
SPY181058_09 4
SPY181058_10 4
SPY181058_11 4
SPY181058_12 4
SPY181059_01 4
SPY181059_02 4
SPY181059_03 4
SPY181059_04 4
SPY181059_05 4
SPY181059_06 4
SPY181059_07 4
SPY181059_08 4
SPY181059_09 4
SPY181059_10 4
