"code_spygen","code_explo","rep","date","station","site_name","province","country","project","sample_type","sample_method","time_start","time_end","duration_min","volume","depth","temperature","turbidity","habitat","habitat_type","gps_start","latitude_start","longitude_start","gps_b","lat_gps_b","long_gps_b","gps_c","lat_gps_c","long_gps_c","gps_d","lat_gps_d","long_gps_d","gps_half_turn","latitude_turn","longitude_turn","gps_end","latitude_end","longitude_end","filter","data_manager","gps_owner","comment","site35","site30","site25","site20","site10","site5","longitude_start_clean","latitude_start_clean","dist_to_coast..m.","dist_to_CT"
"SPY182611","SM00306",1,"43621","SM00306","Antigonia","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","16:20",NA,NA,32,"60",NA,NA,"marine","Sommet",NA,"-23.4368166666667","168.082233333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site59","site60","site64","site70","site95","site130",168.082233333333,-23.4368166666667,18902301,"4446.49"
"SPY191578","SM00307",1,"43621","SM00307","Antigonia","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","15:08",NA,NA,32,"59",NA,NA,"marine","Sommet",NA,"-23.4514666666667","168.069933333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site59","site60","site64","site70","site95","site130",168.069933333333,-23.4514666666667,18901199,"4446.16"
"SPY191581","SM00308",1,"43621","SM00308","Antigonia","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","14:20",NA,NA,32,"66",NA,NA,"marine","Sommet",NA,"-23.4669","168.07849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site59","site60","site64","site70","site95","site130",168.07849,-23.4669,18902408,"4447.74"
"SPY191580","SM00309",1,"43621","SM00309","Antigonia","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","13:30",NA,NA,32,"56,8",NA,NA,"marine","Sommet",NA,"-23.470375","168.098366666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site59","site60","site64","site70","site95","site130",168.098366666667,-23.470375,18904658,"4449.71"
"SPT191579","SM00310",1,"43621","SM00310","Antigonia","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","15:42",NA,NA,32,"66",NA,NA,"marine","Sommet",NA,"-23.4501333333333","168.092383333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site59","site60","site64","site70","site95","site130",168.092383333333,-23.4501333333333,18903649,"4448.11"
"SPY182043","SM00401",1,"43624","SM00401","Mont_Ile_Des_Pins","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","08:57",NA,NA,32,"484",NA,NA,"marine","Sommet",NA,"-22.3744","167.40445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site60","site61","site65","site71","site96","site131",167.40445,-22.3744,18809739,"4329.72"
"SPY182605","SM00402",1,"43624","SM00402","Mont_Ile_Des_Pins","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","07:55",NA,NA,32,"486",NA,NA,"marine","Sommet",NA,"-22.3808666666667","167.3998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site60","site61","site65","site71","site96","site131",167.3998,-22.3808666666667,18809332,"4329.63"
"SPY190544","SM00403",1,"43624","SM00403","Mont_Ile_Des_Pins","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","07:00",NA,NA,32,"488",NA,NA,"marine","Sommet",NA,"-22.3847833333333","167.394966666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site60","site61","site65","site71","site96","site131",167.394966666667,-22.3847833333333,18808863,"4329.39"
"SPY191599","SM00404",1,"43623","SM00404","Mont_Ile_Des_Pins","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","14:22",NA,NA,32,"485",NA,NA,"marine","Sommet",NA,"-22.3901166666667","167.395166666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site60","site61","site65","site71","site96","site131",167.395166666667,-22.3901166666667,18808972,"4329.68"
"SPY191596","SM00405",1,"43623","SM00405","Mont_Ile_Des_Pins","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","11:22",NA,NA,32,"484",NA,NA,"marine","Sommet",NA,"-22.39565","167.40425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site60","site61","site65","site71","site96","site131",167.40425,-22.39565,18810065,"4330.8"
"SPY191598","SM00406",1,"43623","SM00406","Mont_Ile_Des_Pins","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","12:25",NA,NA,32,"471",NA,NA,"marine","Sommet",NA,"-22.3912","167.411583333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site60","site61","site65","site71","site96","site131",167.411583333333,-22.3912,18810801,"4331.23"
"SPY182042","SM00407",1,"43623","SM00407","Mont_Ile_Des_Pins","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","16:50",NA,NA,32,"469",NA,NA,"marine","Sommet",NA,"-22.3854666666667","167.414816666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site60","site61","site65","site71","site96","site131",167.414816666667,-22.3854666666667,18811063,"4331.23"
"SPY191594","SM00408",1,"43624","SM00408","Mont_Ile_Des_Pins","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","09:44",NA,NA,32,"477",NA,NA,"marine","Sommet",NA,"-22.37795","167.410866666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site60","site61","site65","site71","site96","site131",167.410866666667,-22.37795,18810505,"4330.48"
"SPY182041","SM00409",1,"43623","SM00409","Mont_Ile_Des_Pins","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","15:12",NA,NA,32,"481",NA,NA,"marine","Sommet",NA,"-22.386925","167.401833333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site60","site61","site65","site71","site96","site131",167.401833333333,-22.386925,18809655,"4330.13"
"SPY190548","SM00410",1,"43623","SM00410","Mont_Ile_Des_Pins","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","16:00",NA,NA,32,"479",NA,NA,"marine","Sommet",NA,"-22.38155","167.4081667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site60","site61","site65","site71","site96","site131",167.4081667,-22.38155,18810266,"4330.42"
"SPY190526","SM00501",1,"43629","SM00501","Jumeau_West","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","12:58",NA,NA,32,"259",NA,NA,"marine","Sommet",NA,"-23.6618","168.000383333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site61","site62","site66","site72","site97","site132",168.000383333333,-23.6618,18897184,"4451.05"
"SPY190533","SM00502",1,"43629","SM00502","Jumeau_West","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","13:41",NA,NA,32,"246",NA,NA,"marine","Sommet",NA,"-23.6706666666667","168.000916666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site61","site62","site66","site72","site97","site132",168.000916666667,-23.6706666666667,18897398,"4451.57"
"SPY190489","SM00503",1,"43629","SM00503","Jumeau_West","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","14:20",NA,NA,32,"242",NA,NA,"marine","Sommet",NA,"-23.6789666666667","168.003366666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site61","site62","site66","site72","site97","site133",168.003366666667,-23.6789666666667,18897812,"4452.23"
"SPY190496","SM00504",1,"43628","SM00504","Jumeau_West","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","15:48",NA,NA,32,"284",NA,NA,"marine","Sommet",NA,"-23.661","168.014166666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site61","site62","site66","site72","site97","site132",168.014166666667,-23.661,18898689,"4452.24"
"SPY190509","SM00505",1,"43628","SM00505","Jumeau_West","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","16:32",NA,NA,32,"264",NA,NA,"marine","Sommet",NA,"-23.6694833333333","168.013533333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site61","site62","site66","site72","site97","site132",168.013533333333,-23.6694833333333,18898767,"4452.63"
"SPY190450","SM00506",1,"43629","SM00506","Jumeau_West","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","15:40",NA,NA,32,"253",NA,NA,"marine","Sommet",NA,"-23.6787333333333","168.0125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site61","site62","site66","site72","site97","site133",168.0125,-23.6787333333333,18898814,"4453.03"
"SPY190411","SM00507",1,"43629","SM00507","Jumeau_West","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","16:18",NA,NA,32,"260",NA,NA,"marine","Sommet",NA,"-23.69304","168.01192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site61","site62","site66","site72","site97","site133",168.01192,-23.69304,18899000,"4453.74"
"SPY190498","SM00508",1,"43630","SM00508","Jumeau_West","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","07:07",NA,NA,32,"268",NA,NA,"marine","Sommet",NA,"-23.6962","168.012383333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site61","site62","site66","site72","site97","site133",168.012383333333,-23.6962,18899107,"4453.95"
"SPY190540","SM00509",1,"43629","SM00509","Jumeau_West","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","15:01",NA,NA,32,"261",NA,NA,"marine","Sommet",NA,"-23.6882833333333","168.002733333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site61","site62","site66","site72","site97","site133",168.002733333333,-23.6882833333333,18897905,"4452.67"
"SPY190510","SM00510",1,"43630","SM00510","Jumeau_West","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","07:47",NA,NA,32,"313",NA,NA,"marine","Sommet",NA,"-23.70904","168.01141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site61","site62","site66","site72","site97","site133",168.01141,-23.70904,18899224,"4454.55"
"SPY190511","SM00601",1,"43635","SM00601","Stylaster","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","06:32",NA,NA,32,"488",NA,NA,"marine","Sommet",NA,"-23.6952166666667","167.75485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site62","site63","site67","site73","site98","site134",167.75485,-23.6952166666667,18870719,"4430.89"
"SPY190490","SM00602",1,"43630","SM00602","Stylaster","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","16:40",NA,NA,32,"488",NA,NA,"marine","Sommet",NA,"-23.6405833333333","167.684766666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site62","site63","site67","site73","site99","site135",167.684766666667,-23.6405833333333,18862044,"4421.7"
"SPY190449","SM00603",1,"43631","SM00603","Stylaster","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","14:46",NA,NA,32,"466",NA,NA,"marine","Sommet",NA,"-23.6223333","167.7141667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site62","site63","site67","site73","site99","site135",167.7141667,-23.6223333,18864964,"4423.35"
"SPY190518","SM00604",1,"43631","SM00604","Stylaster","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","16:27",NA,NA,32,"484",NA,NA,"marine","Sommet",NA,"-23.5963333","167.6903333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site62","site63","site67","site73","site99","site136",167.6903333,-23.5963333,18861885,"4419.83"
"SPY190501","SM00605",1,"43631","SM00605","Stylaster","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","15:39",NA,NA,32,"471",NA,NA,"marine","Sommet",NA,"-23.6161667","167.6881667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site62","site63","site67","site73","site99","site136",167.6881667,-23.6161667,18861992,"4420.7"
"SPY190505","SM00606",1,"43630","SM00606","Stylaster","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","14:58",NA,NA,32,"476",NA,NA,"marine","Sommet",NA,"-23.6618333333333","167.699833333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site62","site63","site67","site73","site99","site135",167.699833333333,-23.6618333333333,18864075,"4424.19"
"SPY190525","SM00607",1,"43630","SM00607","Stylaster","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","13:17",NA,NA,32,"486",NA,NA,"marine","Sommet",NA,"-23.6864166666667","167.721016666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site62","site63","site67","site73","site98","site134",167.721016666667,-23.6864166666667,18866838,"4427.39"
"SPY190504","SM00608",1,"43630","SM00608","Stylaster","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","12:20",NA,NA,32,"480",NA,NA,"marine","Sommet",NA,"-23.67705","167.742033333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site62","site63","site67","site73","site98","site134",167.742033333333,-23.67705,18868989,"4428.77"
"SPY190453","SM00609",1,"43630","SM00609","Stylaster","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","15:49",NA,NA,32,"439",NA,NA,"marine","Sommet",NA,"-23.6438666666667","167.725216666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site62","site63","site67","site73","site99","site135",167.725216666667,-23.6438666666667,18866557,"4425.49"
"SPY190410","SM00610",1,"43630","SM00610","Stylaster","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","14:10",NA,NA,32,"461",NA,NA,"marine","Sommet",NA,"-23.6641666666667","167.720216666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site62","site63","site67","site73","site99","site135",167.720216666667,-23.6641666666667,18866361,"4426.13"
"SPY190405","SM00701",1,"43633","SM00701","Kaimon_Maru","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","13:25",NA,NA,32,"244",NA,NA,"marine","Sommet",NA,"-24.7063","168.139883333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site63","site64","site68","site74","site100","site137",168.139883333333,-24.7063,18931252,"4519.78"
"SPY190386","SM00702",1,"43633","SM00702","Kaimon_Maru","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","10:27",NA,NA,32,"312",NA,NA,"marine","Sommet",NA,"-24.7215666666667","168.116566666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site63","site64","site68","site74","site100","site137",168.116566666667,-24.7215666666667,18928966,"4518.56"
"SPY191583","SM00703",1,"43632","SM00703","Kaimon_Maru","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","16:31",NA,NA,32,"284",NA,NA,"marine","Sommet",NA,"-24.7288833333333","168.148083333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site63","site64","site68","site74","site100","site137",168.148083333333,-24.7288833333333,18932570,"4521.74"
"SPY191589","SM00704",1,"43633","SM00704","Kaimon_Maru","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","09:05",NA,NA,32,"265",NA,NA,"marine","Sommet",NA,"-24.7195333333333","168.160616666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site63","site64","site68","site74","site100","site137",168.160616666667,-24.7195333333333,18933777,"4522.33"
"SPY190457","SM00705",1,"43633","SM00705","Kaimon_Maru","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","09:45",NA,NA,32,"238",NA,NA,"marine","Sommet",NA,"-24.7433833333333","168.13055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site63","site64","site68","site74","site100","site137",168.13055,-24.7433833333333,18930907,"4520.99"
"SPY190487","SM00706",1,"43632","SM00706","Kaimon_Maru","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","15:12",NA,NA,32,"242",NA,NA,"marine","Sommet",NA,"-24.7583333333333","168.148133333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site63","site64","site68","site74","site101","site138",168.148133333333,-24.7583333333333,18933117,"4523.35"
"SPY190451","SM00707",1,"43632","SM00707","Kaimon_Maru","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","14:35",NA,NA,32,"273",NA,NA,"marine","Sommet",NA,"-24.7716333333333","168.136366666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site63","site64","site68","site74","site101","site138",168.136366666667,-24.7716333333333,18932068,"4523.05"
"SPY190503","SM00708",1,"43632","SM00708","Kaimon_Maru","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","13:51",NA,NA,32,"261",NA,NA,"marine","Sommet",NA,"-24.8028166666667","168.14795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site63","site64","site68","site74","site101","site138",168.14795,-24.8028166666667,18933918,"4525.78"
"SPY190462","SM00709",1,"43632","SM00709","Kaimon_Maru","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","13:09",NA,NA,32,"325",NA,NA,"marine","Sommet",NA,"-24.7782333333333","168.1586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site63","site64","site68","site74","site101","site138",168.1586,-24.7782333333333,18934636,"4525.37"
"SPY190387","SM00710",1,"43632","SM00710","Kaimon_Maru","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","15:49",NA,NA,32,"263",NA,NA,"marine","Sommet",NA,"-24.7416","168.159233333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site63","site64","site68","site74","site100","site137",168.159233333333,-24.7416,18934031,"4523.41"
"SPY190492","SM00111-1000",1,"43560","SM00111","Noumea","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","14:25",NA,NA,32,"1000",NA,NA,"marine","Pelagique",NA,"-22.20294","165.92043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site54","site59","site63","site69","site102","site139",165.92043,-22.20294,18643268,"4186.21"
"SPY190392","SM00111-500",1,"43560","SM00111","Noumea","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","14:25",NA,NA,32,"500",NA,NA,"marine","Pelagique",NA,"-22.20294","165.92043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site54","site59","site63","site69","site102","site139",165.92043,-22.20294,18643268,"4186.21"
"SPY190502","SM00111-250",1,"43560","SM00111","Noumea","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","14:25",NA,NA,32,"250",NA,NA,"marine","Pelagique",NA,"-22.20294","165.92043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site54","site59","site63","site69","site102","site139",165.92043,-22.20294,18643268,"4186.21"
"SPY190538","SM00111-150",1,"43560","SM00111","Noumea","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin",NA,NA,NA,32,"150",NA,NA,"marine","Pelagique",NA,"-22.22655","165.93445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site54","site59","site63","site69","site102","site139",165.93445,-22.22655,18645200,"4188.75"
"SPY190395","SM00111-80",1,"43560","SM00111","Noumea","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin",NA,NA,NA,32,"80",NA,NA,"marine","Pelagique",NA,"-22.22655","165.93445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site54","site59","site63","site69","site102","site139",165.93445,-22.22655,18645200,"4188.75"
"SPY190497","SM00111-20",1,"43560","SM00111","Noumea","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin",NA,NA,NA,32,"20",NA,NA,"marine","Pelagique",NA,"-22.22655","165.93445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site54","site59","site63","site69","site102","site139",165.93445,-22.22655,18645200,"4188.75"
"SPY190409","SM00112-1000",1,"43562","SM00112","Noumea","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","09:49",NA,NA,32,"1000",NA,NA,"marine","Pelagique",NA,"-22.1927","165.94017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site54","site59","site63","site69","site102","site139",165.94017,-22.1927,18645278,"4187.44"
"SPY190396","SM00112-500",1,"43562","SM00112","Noumea","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","09:49",NA,NA,32,"500",NA,NA,"marine","Pelagique",NA,"-22.1927","165.94017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site54","site59","site63","site69","site102","site139",165.94017,-22.1927,18645278,"4187.44"
"SPY190477","SM00112-250",1,"43562","SM00112","Noumea","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","09:49",NA,NA,32,"250",NA,NA,"marine","Pelagique",NA,"-22.1927","165.94017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site54","site59","site63","site69","site102","site139",165.94017,-22.1927,18645278,"4187.44"
"SPY190416","SM00112-150",1,"43562","SM00112","Noumea","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","11:04",NA,NA,32,"150",NA,NA,"marine","Pelagique",NA,"-22.19775","165.93863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site54","site59","site63","site69","site102","site139",165.93863,-22.19775,18645190,"4187.58"
"SPY190512","SM00112-80",1,"43562","SM00112","Noumea","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","11:04",NA,NA,32,"80",NA,NA,"marine","Pelagique",NA,"-22.19775","165.93863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site54","site59","site63","site69","site102","site139",165.93863,-22.19775,18645190,"4187.58"
"SPY190468","SM00112-20",1,"43562","SM00112","Noumea","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","11:04",NA,NA,32,"20",NA,NA,"marine","Pelagique",NA,"-22.19775","165.93863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site54","site59","site63","site69","site102","site139",165.93863,-22.19775,18645190,"4187.58"
"SPY190515","SM00211-1000",1,"43564","SM00211","Poya_Nepoui","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","08:38",NA,NA,32,"1000",NA,NA,"marine","Pelagique",NA,"-21.45376","164.9077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site56","site56","site60","site65","site103","site140",164.9077,-21.45376,18519506,"4054.38"
"SPY190463","SM00211-500",1,"43564","SM00211","Poya_Nepoui","Tropical_Southwestern_Pacific","NewCaledonia","SEAMOUNTS","point","niskin","08:38",NA,NA,32,"500",NA,NA,"marine","Pelagique",NA,"-21.45376","164.9077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Laetitia Mathon",NA,NA,"site56","site56","site60","site65","site103","site140",164.9077,-21.45376,18519506,"4054.38"
