"","family","n_species","n_sp_total","prop","site35","province"
"550","Caesionidae",1,71,0.0140845070422535,"site74","Marquesas"
"650","Callionymidae",1,71,0.0140845070422535,"site74","Marquesas"
"750","Carangidae",1,71,0.0140845070422535,"site74","Marquesas"
"1050","Gobiidae",1,71,0.0140845070422535,"site74","Marquesas"
"1447","Microdesmidae",1,71,0.0140845070422535,"site74","Marquesas"
"1646","Muraenidae",1,71,0.0140845070422535,"site74","Marquesas"
"1746","Ostraciidae",1,71,0.0140845070422535,"site74","Marquesas"
"1846","Pempheridae",1,71,0.0140845070422535,"site74","Marquesas"
"1943","Pomacanthidae",1,71,0.0140845070422535,"site74","Marquesas"
"2242","Scorpaenidae",1,71,0.0140845070422535,"site74","Marquesas"
"2339","Serranidae",1,71,0.0140845070422535,"site74","Marquesas"
"2435","Siganidae",1,71,0.0140845070422535,"site74","Marquesas"
"2629","Tripterygiidae",1,71,0.0140845070422535,"site74","Marquesas"
"2726","Zanclidae",1,71,0.0140845070422535,"site74","Marquesas"
"1847","Labridae",43,257,0.167315175097276,"site39","Andaman"
"3219","Pomacentridae",35,257,0.136186770428016,"site39","Andaman"
"951","Chaetodontidae",28,257,0.108949416342412,"site39","Andaman"
"1180","Acanthuridae",17,257,0.066147859922179,"site39","Andaman"
"3318","Scaridae",12,257,0.0466926070038911,"site39","Andaman"
"3512","Serranidae",12,257,0.0466926070038911,"site39","Andaman"
"2436","Mullidae",11,257,0.0428015564202335,"site39","Andaman"
"460","Balistidae",8,257,0.0311284046692607,"site39","Andaman"
"1647","Holocentridae",8,257,0.0311284046692607,"site39","Andaman"
"2043","Lutjanidae",7,257,0.0272373540856031,"site39","Andaman"
"651","Blenniidae",6,257,0.0233463035019455,"site39","Andaman"
"3122","Pomacanthidae",6,257,0.0233463035019455,"site39","Andaman"
"2166","Apogonidae",5,257,0.0194552529182879,"site39","Andaman"
"751","Caesionidae",4,257,0.0155642023346304,"site39","Andaman"
"1547","Haemulidae",4,257,0.0155642023346304,"site39","Andaman"
"2243","Monacanthidae",4,257,0.0155642023346304,"site39","Andaman"
"3415","Scorpaenidae",4,257,0.0155642023346304,"site39","Andaman"
"403","Tetraodontidae",4,257,0.0155642023346304,"site39","Andaman"
"1051","Cirrhitidae",3,257,0.0116731517509728,"site39","Andaman"
"2167","Microdesmidae",3,257,0.0116731517509728,"site39","Andaman"
"2823","Pempheridae",3,257,0.0116731517509728,"site39","Andaman"
"2921","Pinguipedidae",3,257,0.0116731517509728,"site39","Andaman"
"399","Synodontidae",3,257,0.0116731517509728,"site39","Andaman"
"1448","Gobiidae",2,257,0.00778210116731518,"site39","Andaman"
"1944","Lethrinidae",2,257,0.00778210116731518,"site39","Andaman"
"2533","Muraenidae",2,257,0.00778210116731518,"site39","Andaman"
"2630","Nemipteridae",2,257,0.00778210116731518,"site39","Andaman"
"2727","Ostraciidae",2,257,0.00778210116731518,"site39","Andaman"
"3611","Siganidae",2,257,0.00778210116731518,"site39","Andaman"
"3100","Aulostomidae",1,257,0.00389105058365759,"site39","Andaman"
"551","Belonidae",1,257,0.00389105058365759,"site39","Andaman"
"851","Carangidae",1,257,0.00389105058365759,"site39","Andaman"
"1181","Dasyatidae",1,257,0.00389105058365759,"site39","Andaman"
"1253","Diodontidae",1,257,0.00389105058365759,"site39","Andaman"
"1350","Fistulariidae",1,257,0.00389105058365759,"site39","Andaman"
"1747","Kyphosidae",1,257,0.00389105058365759,"site39","Andaman"
"2340","Monodactylidae",1,257,0.00389105058365759,"site39","Andaman"
"3018","Plesiopidae",1,257,0.00389105058365759,"site39","Andaman"
"3710","Synanceiidae",1,257,0.00389105058365759,"site39","Andaman"
"3810","Syngnathidae",1,257,0.00389105058365759,"site39","Andaman"
"4110","Zanclidae",1,257,0.00389105058365759,"site39","Andaman"
"2244","Pomacentridae",12,105,0.114285714285714,"site1","Tropical_Northwestern_Atlantic"
"1052","Haemulidae",10,105,0.0952380952380952,"site1","Tropical_Northwestern_Atlantic"
"2437","Scaridae",10,105,0.0952380952380952,"site1","Tropical_Northwestern_Atlantic"
"2824","Serranidae",9,105,0.0857142857142857,"site1","Tropical_Northwestern_Atlantic"
"1351","Labridae",8,105,0.0761904761904762,"site1","Tropical_Northwestern_Atlantic"
"952","Gobiidae",5,105,0.0476190476190476,"site1","Tropical_Northwestern_Atlantic"
"1548","Lutjanidae",5,105,0.0476190476190476,"site1","Tropical_Northwestern_Atlantic"
"2168","Pomacanthidae",5,105,0.0476190476190476,"site1","Tropical_Northwestern_Atlantic"
"552","Chaetodontidae",4,105,0.0380952380952381,"site1","Tropical_Northwestern_Atlantic"
"1182","Acanthuridae",3,105,0.0285714285714286,"site1","Tropical_Northwestern_Atlantic"
"1848","Muraenidae",3,105,0.0285714285714286,"site1","Tropical_Northwestern_Atlantic"
"3101","Blenniidae",2,105,0.019047619047619,"site1","Tropical_Northwestern_Atlantic"
"462","Carangidae",2,105,0.019047619047619,"site1","Tropical_Northwestern_Atlantic"
"1183","Holocentridae",2,105,0.019047619047619,"site1","Tropical_Northwestern_Atlantic"
"1254","Kyphosidae",2,105,0.019047619047619,"site1","Tropical_Northwestern_Atlantic"
"1449","Labrisomidae",2,105,0.019047619047619,"site1","Tropical_Northwestern_Atlantic"
"1748","Mullidae",2,105,0.019047619047619,"site1","Tropical_Northwestern_Atlantic"
"1945","Ostraciidae",2,105,0.019047619047619,"site1","Tropical_Northwestern_Atlantic"
"2534","Sciaenidae",2,105,0.019047619047619,"site1","Tropical_Northwestern_Atlantic"
"2728","Scorpaenidae",2,105,0.019047619047619,"site1","Tropical_Northwestern_Atlantic"
"2922","Sparidae",2,105,0.019047619047619,"site1","Tropical_Northwestern_Atlantic"
"2169","Aulostomidae",1,105,0.00952380952380952,"site1","Tropical_Northwestern_Atlantic"
"652","Diodontidae",1,105,0.00952380952380952,"site1","Tropical_Northwestern_Atlantic"
"752","Echeneidae",1,105,0.00952380952380952,"site1","Tropical_Northwestern_Atlantic"
"852","Ephippidae",1,105,0.00952380952380952,"site1","Tropical_Northwestern_Atlantic"
"1648","Monacanthidae",1,105,0.00952380952380952,"site1","Tropical_Northwestern_Atlantic"
"2044","Pempheridae",1,105,0.00952380952380952,"site1","Tropical_Northwestern_Atlantic"
"2341","Priacanthidae",1,105,0.00952380952380952,"site1","Tropical_Northwestern_Atlantic"
"2631","Scombridae",1,105,0.00952380952380952,"site1","Tropical_Northwestern_Atlantic"
"3019","Sphyraenidae",1,105,0.00952380952380952,"site1","Tropical_Northwestern_Atlantic"
"3123","Synodontidae",1,105,0.00952380952380952,"site1","Tropical_Northwestern_Atlantic"
"3220","Tetraodontidae",1,105,0.00952380952380952,"site1","Tropical_Northwestern_Atlantic"
"1649","Pomacentridae",12,72,0.166666666666667,"site2","Tropical_Northwestern_Atlantic"
"1749","Scaridae",9,72,0.125,"site2","Tropical_Northwestern_Atlantic"
"853","Haemulidae",7,72,0.0972222222222222,"site2","Tropical_Northwestern_Atlantic"
"1184","Labridae",6,72,0.0833333333333333,"site2","Tropical_Northwestern_Atlantic"
"1352","Lutjanidae",5,72,0.0694444444444444,"site2","Tropical_Northwestern_Atlantic"
"2045","Serranidae",5,72,0.0694444444444444,"site2","Tropical_Northwestern_Atlantic"
"1549","Pomacanthidae",4,72,0.0555555555555556,"site2","Tropical_Northwestern_Atlantic"
"1185","Acanthuridae",3,72,0.0416666666666667,"site2","Tropical_Northwestern_Atlantic"
"553","Chaetodontidae",3,72,0.0416666666666667,"site2","Tropical_Northwestern_Atlantic"
"753","Gobiidae",3,72,0.0416666666666667,"site2","Tropical_Northwestern_Atlantic"
"953","Holocentridae",2,72,0.0277777777777778,"site2","Tropical_Northwestern_Atlantic"
"1450","Mullidae",2,72,0.0277777777777778,"site2","Tropical_Northwestern_Atlantic"
"2170","Aulostomidae",1,72,0.0138888888888889,"site2","Tropical_Northwestern_Atlantic"
"3102","Blenniidae",1,72,0.0138888888888889,"site2","Tropical_Northwestern_Atlantic"
"463","Carangidae",1,72,0.0138888888888889,"site2","Tropical_Northwestern_Atlantic"
"653","Echeneidae",1,72,0.0138888888888889,"site2","Tropical_Northwestern_Atlantic"
"1053","Kyphosidae",1,72,0.0138888888888889,"site2","Tropical_Northwestern_Atlantic"
"1255","Labrisomidae",1,72,0.0138888888888889,"site2","Tropical_Northwestern_Atlantic"
"1849","Sciaenidae",1,72,0.0138888888888889,"site2","Tropical_Northwestern_Atlantic"
"1946","Scorpaenidae",1,72,0.0138888888888889,"site2","Tropical_Northwestern_Atlantic"
"2171","Sparidae",1,72,0.0138888888888889,"site2","Tropical_Northwestern_Atlantic"
"2245","Sphyraenidae",1,72,0.0138888888888889,"site2","Tropical_Northwestern_Atlantic"
"2342","Tetraodontidae",1,72,0.0138888888888889,"site2","Tropical_Northwestern_Atlantic"
"854","Haemulidae",7,57,0.12280701754386,"site3","Tropical_Northwestern_Atlantic"
"1650","Pomacentridae",7,57,0.12280701754386,"site3","Tropical_Northwestern_Atlantic"
"1186","Labridae",6,57,0.105263157894737,"site3","Tropical_Northwestern_Atlantic"
"1750","Scaridae",6,57,0.105263157894737,"site3","Tropical_Northwestern_Atlantic"
"754","Gobiidae",5,57,0.087719298245614,"site3","Tropical_Northwestern_Atlantic"
"2046","Serranidae",4,57,0.0701754385964912,"site3","Tropical_Northwestern_Atlantic"
"1187","Acanthuridae",3,57,0.0526315789473684,"site3","Tropical_Northwestern_Atlantic"
"1256","Labrisomidae",2,57,0.0350877192982456,"site3","Tropical_Northwestern_Atlantic"
"1353","Lutjanidae",2,57,0.0350877192982456,"site3","Tropical_Northwestern_Atlantic"
"2172","Sparidae",2,57,0.0350877192982456,"site3","Tropical_Northwestern_Atlantic"
"2173","Apogonidae",1,57,0.0175438596491228,"site3","Tropical_Northwestern_Atlantic"
"3103","Blenniidae",1,57,0.0175438596491228,"site3","Tropical_Northwestern_Atlantic"
"464","Carangidae",1,57,0.0175438596491228,"site3","Tropical_Northwestern_Atlantic"
"554","Chaenopsidae",1,57,0.0175438596491228,"site3","Tropical_Northwestern_Atlantic"
"654","Chaetodontidae",1,57,0.0175438596491228,"site3","Tropical_Northwestern_Atlantic"
"954","Holocentridae",1,57,0.0175438596491228,"site3","Tropical_Northwestern_Atlantic"
"1054","Kyphosidae",1,57,0.0175438596491228,"site3","Tropical_Northwestern_Atlantic"
"1451","Monacanthidae",1,57,0.0175438596491228,"site3","Tropical_Northwestern_Atlantic"
"1550","Pomacanthidae",1,57,0.0175438596491228,"site3","Tropical_Northwestern_Atlantic"
"1850","Sciaenidae",1,57,0.0175438596491228,"site3","Tropical_Northwestern_Atlantic"
"1947","Scorpaenidae",1,57,0.0175438596491228,"site3","Tropical_Northwestern_Atlantic"
"2246","Sphyraenidae",1,57,0.0175438596491228,"site3","Tropical_Northwestern_Atlantic"
"2343","Tetraodontidae",1,57,0.0175438596491228,"site3","Tropical_Northwestern_Atlantic"
"1651","Pomacentridae",9,54,0.166666666666667,"site4","Tropical_Northwestern_Atlantic"
"1751","Scaridae",6,54,0.111111111111111,"site4","Tropical_Northwestern_Atlantic"
"1188","Labridae",5,54,0.0925925925925926,"site4","Tropical_Northwestern_Atlantic"
"655","Gobiidae",4,54,0.0740740740740741,"site4","Tropical_Northwestern_Atlantic"
"955","Holocentridae",4,54,0.0740740740740741,"site4","Tropical_Northwestern_Atlantic"
"855","Haemulidae",3,54,0.0555555555555556,"site4","Tropical_Northwestern_Atlantic"
"2047","Serranidae",3,54,0.0555555555555556,"site4","Tropical_Northwestern_Atlantic"
"1189","Acanthuridae",2,54,0.037037037037037,"site4","Tropical_Northwestern_Atlantic"
"1257","Lutjanidae",2,54,0.037037037037037,"site4","Tropical_Northwestern_Atlantic"
"1354","Mullidae",2,54,0.037037037037037,"site4","Tropical_Northwestern_Atlantic"
"1551","Pomacanthidae",2,54,0.037037037037037,"site4","Tropical_Northwestern_Atlantic"
"1948","Scorpaenidae",2,54,0.037037037037037,"site4","Tropical_Northwestern_Atlantic"
"2174","Aulostomidae",1,54,0.0185185185185185,"site4","Tropical_Northwestern_Atlantic"
"3104","Carangidae",1,54,0.0185185185185185,"site4","Tropical_Northwestern_Atlantic"
"465","Chaetodontidae",1,54,0.0185185185185185,"site4","Tropical_Northwestern_Atlantic"
"555","Gerreidae",1,54,0.0185185185185185,"site4","Tropical_Northwestern_Atlantic"
"755","Grammatidae",1,54,0.0185185185185185,"site4","Tropical_Northwestern_Atlantic"
"1055","Kyphosidae",1,54,0.0185185185185185,"site4","Tropical_Northwestern_Atlantic"
"1452","Ostraciidae",1,54,0.0185185185185185,"site4","Tropical_Northwestern_Atlantic"
"1851","Sciaenidae",1,54,0.0185185185185185,"site4","Tropical_Northwestern_Atlantic"
"2175","Sphyraenidae",1,54,0.0185185185185185,"site4","Tropical_Northwestern_Atlantic"
"2247","Tetraodontidae",1,54,0.0185185185185185,"site4","Tropical_Northwestern_Atlantic"
"3319","Serranidae",14,127,0.110236220472441,"site5","Tropical_Northwestern_Atlantic"
"2729","Pomacentridae",11,127,0.0866141732283465,"site5","Tropical_Northwestern_Atlantic"
"2923","Scaridae",11,127,0.0866141732283465,"site5","Tropical_Northwestern_Atlantic"
"1258","Gobiidae",10,127,0.078740157480315,"site5","Tropical_Northwestern_Atlantic"
"1453","Haemulidae",9,127,0.0708661417322835,"site5","Tropical_Northwestern_Atlantic"
"1752","Labridae",9,127,0.0708661417322835,"site5","Tropical_Northwestern_Atlantic"
"1949","Lutjanidae",6,127,0.047244094488189,"site5","Tropical_Northwestern_Atlantic"
"1552","Holocentridae",5,127,0.0393700787401575,"site5","Tropical_Northwestern_Atlantic"
"2632","Pomacanthidae",5,127,0.0393700787401575,"site5","Tropical_Northwestern_Atlantic"
"756","Chaetodontidae",4,127,0.031496062992126,"site5","Tropical_Northwestern_Atlantic"
"1190","Acanthuridae",3,127,0.0236220472440945,"site5","Tropical_Northwestern_Atlantic"
"466","Balistidae",3,127,0.0236220472440945,"site5","Tropical_Northwestern_Atlantic"
"656","Carangidae",3,127,0.0236220472440945,"site5","Tropical_Northwestern_Atlantic"
"2176","Apogonidae",2,127,0.015748031496063,"site5","Tropical_Northwestern_Atlantic"
"856","Diodontidae",2,127,0.015748031496063,"site5","Tropical_Northwestern_Atlantic"
"1852","Labrisomidae",2,127,0.015748031496063,"site5","Tropical_Northwestern_Atlantic"
"2248","Mullidae",2,127,0.015748031496063,"site5","Tropical_Northwestern_Atlantic"
"2344","Muraenidae",2,127,0.015748031496063,"site5","Tropical_Northwestern_Atlantic"
"2535","Ostraciidae",2,127,0.015748031496063,"site5","Tropical_Northwestern_Atlantic"
"3020","Sciaenidae",2,127,0.015748031496063,"site5","Tropical_Northwestern_Atlantic"
"3416","Sparidae",2,127,0.015748031496063,"site5","Tropical_Northwestern_Atlantic"
"3612","Synodontidae",2,127,0.015748031496063,"site5","Tropical_Northwestern_Atlantic"
"3105","Aulostomidae",1,127,0.0078740157480315,"site5","Tropical_Northwestern_Atlantic"
"556","Blenniidae",1,127,0.0078740157480315,"site5","Tropical_Northwestern_Atlantic"
"956","Echeneidae",1,127,0.0078740157480315,"site5","Tropical_Northwestern_Atlantic"
"1056","Ephippidae",1,127,0.0078740157480315,"site5","Tropical_Northwestern_Atlantic"
"1191","Fistulariidae",1,127,0.0078740157480315,"site5","Tropical_Northwestern_Atlantic"
"1355","Grammatidae",1,127,0.0078740157480315,"site5","Tropical_Northwestern_Atlantic"
"1652","Kyphosidae",1,127,0.0078740157480315,"site5","Tropical_Northwestern_Atlantic"
"2048","Malacanthidae",1,127,0.0078740157480315,"site5","Tropical_Northwestern_Atlantic"
"2177","Monacanthidae",1,127,0.0078740157480315,"site5","Tropical_Northwestern_Atlantic"
"2438","Opistognathidae",1,127,0.0078740157480315,"site5","Tropical_Northwestern_Atlantic"
"2825","Priacanthidae",1,127,0.0078740157480315,"site5","Tropical_Northwestern_Atlantic"
"3124","Scombridae",1,127,0.0078740157480315,"site5","Tropical_Northwestern_Atlantic"
"3221","Scorpaenidae",1,127,0.0078740157480315,"site5","Tropical_Northwestern_Atlantic"
"3513","Sphyraenidae",1,127,0.0078740157480315,"site5","Tropical_Northwestern_Atlantic"
"3711","Tetraodontidae",1,127,0.0078740157480315,"site5","Tropical_Northwestern_Atlantic"
"3811","Urotrygonidae",1,127,0.0078740157480315,"site5","Tropical_Northwestern_Atlantic"
"2730","Serranidae",10,86,0.116279069767442,"site6","Tropical_Northwestern_Atlantic"
"2249","Pomacentridae",9,86,0.104651162790698,"site6","Tropical_Northwestern_Atlantic"
"2439","Scaridae",8,86,0.0930232558139535,"site6","Tropical_Northwestern_Atlantic"
"857","Gobiidae",7,86,0.0813953488372093,"site6","Tropical_Northwestern_Atlantic"
"1057","Haemulidae",6,86,0.0697674418604651,"site6","Tropical_Northwestern_Atlantic"
"1356","Labridae",6,86,0.0697674418604651,"site6","Tropical_Northwestern_Atlantic"
"1192","Holocentridae",4,86,0.0465116279069767,"site6","Tropical_Northwestern_Atlantic"
"1553","Lutjanidae",4,86,0.0465116279069767,"site6","Tropical_Northwestern_Atlantic"
"2178","Pomacanthidae",4,86,0.0465116279069767,"site6","Tropical_Northwestern_Atlantic"
"1193","Acanthuridae",2,86,0.0232558139534884,"site6","Tropical_Northwestern_Atlantic"
"1753","Monacanthidae",2,86,0.0232558139534884,"site6","Tropical_Northwestern_Atlantic"
"1853","Mullidae",2,86,0.0232558139534884,"site6","Tropical_Northwestern_Atlantic"
"2049","Ostraciidae",2,86,0.0232558139534884,"site6","Tropical_Northwestern_Atlantic"
"2826","Sparidae",2,86,0.0232558139534884,"site6","Tropical_Northwestern_Atlantic"
"3021","Syngnathidae",2,86,0.0232558139534884,"site6","Tropical_Northwestern_Atlantic"
"2179","Aulostomidae",1,86,0.0116279069767442,"site6","Tropical_Northwestern_Atlantic"
"3106","Balistidae",1,86,0.0116279069767442,"site6","Tropical_Northwestern_Atlantic"
"467","Carangidae",1,86,0.0116279069767442,"site6","Tropical_Northwestern_Atlantic"
"557","Chaenopsidae",1,86,0.0116279069767442,"site6","Tropical_Northwestern_Atlantic"
"657","Chaetodontidae",1,86,0.0116279069767442,"site6","Tropical_Northwestern_Atlantic"
"757","Diodontidae",1,86,0.0116279069767442,"site6","Tropical_Northwestern_Atlantic"
"957","Grammatidae",1,86,0.0116279069767442,"site6","Tropical_Northwestern_Atlantic"
"1259","Kyphosidae",1,86,0.0116279069767442,"site6","Tropical_Northwestern_Atlantic"
"1454","Labrisomidae",1,86,0.0116279069767442,"site6","Tropical_Northwestern_Atlantic"
"1653","Malacanthidae",1,86,0.0116279069767442,"site6","Tropical_Northwestern_Atlantic"
"1950","Muraenidae",1,86,0.0116279069767442,"site6","Tropical_Northwestern_Atlantic"
"2345","Priacanthidae",1,86,0.0116279069767442,"site6","Tropical_Northwestern_Atlantic"
"2536","Sciaenidae",1,86,0.0116279069767442,"site6","Tropical_Northwestern_Atlantic"
"2633","Scorpaenidae",1,86,0.0116279069767442,"site6","Tropical_Northwestern_Atlantic"
"2924","Sphyraenidae",1,86,0.0116279069767442,"site6","Tropical_Northwestern_Atlantic"
"3125","Tetraodontidae",1,86,0.0116279069767442,"site6","Tropical_Northwestern_Atlantic"
"2050","Pomacentridae",10,75,0.133333333333333,"site7","Tropical_Northwestern_Atlantic"
"1260","Labridae",8,75,0.106666666666667,"site7","Tropical_Northwestern_Atlantic"
"2180","Scaridae",6,75,0.08,"site7","Tropical_Northwestern_Atlantic"
"2537","Serranidae",6,75,0.08,"site7","Tropical_Northwestern_Atlantic"
"758","Gobiidae",5,75,0.0666666666666667,"site7","Tropical_Northwestern_Atlantic"
"1058","Holocentridae",5,75,0.0666666666666667,"site7","Tropical_Northwestern_Atlantic"
"1194","Acanthuridae",3,75,0.04,"site7","Tropical_Northwestern_Atlantic"
"658","Chaetodontidae",3,75,0.04,"site7","Tropical_Northwestern_Atlantic"
"958","Haemulidae",3,75,0.04,"site7","Tropical_Northwestern_Atlantic"
"1455","Lutjanidae",3,75,0.04,"site7","Tropical_Northwestern_Atlantic"
"558","Carangidae",2,75,0.0266666666666667,"site7","Tropical_Northwestern_Atlantic"
"1654","Mullidae",2,75,0.0266666666666667,"site7","Tropical_Northwestern_Atlantic"
"1754","Muraenidae",2,75,0.0266666666666667,"site7","Tropical_Northwestern_Atlantic"
"2440","Scorpaenidae",2,75,0.0266666666666667,"site7","Tropical_Northwestern_Atlantic"
"2731","Tetraodontidae",2,75,0.0266666666666667,"site7","Tropical_Northwestern_Atlantic"
"2181","Aulostomidae",1,75,0.0133333333333333,"site7","Tropical_Northwestern_Atlantic"
"3107","Balistidae",1,75,0.0133333333333333,"site7","Tropical_Northwestern_Atlantic"
"468","Blenniidae",1,75,0.0133333333333333,"site7","Tropical_Northwestern_Atlantic"
"858","Grammatidae",1,75,0.0133333333333333,"site7","Tropical_Northwestern_Atlantic"
"1195","Kyphosidae",1,75,0.0133333333333333,"site7","Tropical_Northwestern_Atlantic"
"1357","Labrisomidae",1,75,0.0133333333333333,"site7","Tropical_Northwestern_Atlantic"
"1554","Microdesmidae",1,75,0.0133333333333333,"site7","Tropical_Northwestern_Atlantic"
"1854","Pempheridae",1,75,0.0133333333333333,"site7","Tropical_Northwestern_Atlantic"
"1951","Pomacanthidae",1,75,0.0133333333333333,"site7","Tropical_Northwestern_Atlantic"
"2250","Sciaenidae",1,75,0.0133333333333333,"site7","Tropical_Northwestern_Atlantic"
"2346","Scombridae",1,75,0.0133333333333333,"site7","Tropical_Northwestern_Atlantic"
"2634","Synodontidae",1,75,0.0133333333333333,"site7","Tropical_Northwestern_Atlantic"
"2827","Urotrygonidae",1,75,0.0133333333333333,"site7","Tropical_Northwestern_Atlantic"
"2538","Pomacentridae",10,97,0.103092783505155,"site96","Tropical_Northwestern_Atlantic"
"3022","Serranidae",10,97,0.103092783505155,"site96","Tropical_Northwestern_Atlantic"
"1261","Gobiidae",9,97,0.0927835051546392,"site96","Tropical_Northwestern_Atlantic"
"1755","Labridae",7,97,0.0721649484536082,"site96","Tropical_Northwestern_Atlantic"
"2732","Scaridae",6,97,0.0618556701030928,"site96","Tropical_Northwestern_Atlantic"
"1456","Haemulidae",5,97,0.0515463917525773,"site96","Tropical_Northwestern_Atlantic"
"859","Chaetodontidae",4,97,0.0412371134020619,"site96","Tropical_Northwestern_Atlantic"
"1555","Holocentridae",4,97,0.0412371134020619,"site96","Tropical_Northwestern_Atlantic"
"2251","Muraenidae",4,97,0.0412371134020619,"site96","Tropical_Northwestern_Atlantic"
"2441","Pomacanthidae",4,97,0.0412371134020619,"site96","Tropical_Northwestern_Atlantic"
"1196","Acanthuridae",3,97,0.0309278350515464,"site96","Tropical_Northwestern_Atlantic"
"1855","Lutjanidae",3,97,0.0309278350515464,"site96","Tropical_Northwestern_Atlantic"
"2925","Scorpaenidae",3,97,0.0309278350515464,"site96","Tropical_Northwestern_Atlantic"
"1059","Diodontidae",2,97,0.0206185567010309,"site96","Tropical_Northwestern_Atlantic"
"2051","Monacanthidae",2,97,0.0206185567010309,"site96","Tropical_Northwestern_Atlantic"
"2347","Ostraciidae",2,97,0.0206185567010309,"site96","Tropical_Northwestern_Atlantic"
"2635","Priacanthidae",2,97,0.0206185567010309,"site96","Tropical_Northwestern_Atlantic"
"3222","Synodontidae",2,97,0.0206185567010309,"site96","Tropical_Northwestern_Atlantic"
"2182","Apogonidae",1,97,0.0103092783505155,"site96","Tropical_Northwestern_Atlantic"
"3108","Aulostomidae",1,97,0.0103092783505155,"site96","Tropical_Northwestern_Atlantic"
"469","Balistidae",1,97,0.0103092783505155,"site96","Tropical_Northwestern_Atlantic"
"559","Blenniidae",1,97,0.0103092783505155,"site96","Tropical_Northwestern_Atlantic"
"659","Bythitidae",1,97,0.0103092783505155,"site96","Tropical_Northwestern_Atlantic"
"759","Carangidae",1,97,0.0103092783505155,"site96","Tropical_Northwestern_Atlantic"
"959","Cirrhitidae",1,97,0.0103092783505155,"site96","Tropical_Northwestern_Atlantic"
"1197","Gerreidae",1,97,0.0103092783505155,"site96","Tropical_Northwestern_Atlantic"
"1358","Grammatidae",1,97,0.0103092783505155,"site96","Tropical_Northwestern_Atlantic"
"1655","Kyphosidae",1,97,0.0103092783505155,"site96","Tropical_Northwestern_Atlantic"
"1952","Megalopidae",1,97,0.0103092783505155,"site96","Tropical_Northwestern_Atlantic"
"2183","Mullidae",1,97,0.0103092783505155,"site96","Tropical_Northwestern_Atlantic"
"2828","Sciaenidae",1,97,0.0103092783505155,"site96","Tropical_Northwestern_Atlantic"
"3126","Sparidae",1,97,0.0103092783505155,"site96","Tropical_Northwestern_Atlantic"
"3320","Tetraodontidae",1,97,0.0103092783505155,"site96","Tropical_Northwestern_Atlantic"
"1198","Labridae",5,48,0.104166666666667,"site111","Tropical_Southwestern_Atlantic"
"860","Haemulidae",4,48,0.0833333333333333,"site111","Tropical_Southwestern_Atlantic"
"1856","Pomacentridae",4,48,0.0833333333333333,"site111","Tropical_Southwestern_Atlantic"
"1953","Scaridae",4,48,0.0833333333333333,"site111","Tropical_Southwestern_Atlantic"
"2052","Serranidae",4,48,0.0833333333333333,"site111","Tropical_Southwestern_Atlantic"
"1199","Acanthuridae",3,48,0.0625,"site111","Tropical_Southwestern_Atlantic"
"1359","Lutjanidae",3,48,0.0625,"site111","Tropical_Southwestern_Atlantic"
"1756","Pomacanthidae",3,48,0.0625,"site111","Tropical_Southwestern_Atlantic"
"660","Gobiidae",2,48,0.0416666666666667,"site111","Tropical_Southwestern_Atlantic"
"1262","Labrisomidae",2,48,0.0416666666666667,"site111","Tropical_Southwestern_Atlantic"
"2184","Balistidae",1,48,0.0208333333333333,"site111","Tropical_Southwestern_Atlantic"
"3109","Blenniidae",1,48,0.0208333333333333,"site111","Tropical_Southwestern_Atlantic"
"470","Carangidae",1,48,0.0208333333333333,"site111","Tropical_Southwestern_Atlantic"
"560","Chaetodontidae",1,48,0.0208333333333333,"site111","Tropical_Southwestern_Atlantic"
"760","Grammatidae",1,48,0.0208333333333333,"site111","Tropical_Southwestern_Atlantic"
"960","Holocentridae",1,48,0.0208333333333333,"site111","Tropical_Southwestern_Atlantic"
"1060","Kyphosidae",1,48,0.0208333333333333,"site111","Tropical_Southwestern_Atlantic"
"1457","Monacanthidae",1,48,0.0208333333333333,"site111","Tropical_Southwestern_Atlantic"
"1556","Mullidae",1,48,0.0208333333333333,"site111","Tropical_Southwestern_Atlantic"
"1656","Muraenidae",1,48,0.0208333333333333,"site111","Tropical_Southwestern_Atlantic"
"2185","Sparidae",1,48,0.0208333333333333,"site111","Tropical_Southwestern_Atlantic"
"2252","Syngnathidae",1,48,0.0208333333333333,"site111","Tropical_Southwestern_Atlantic"
"2348","Synodontidae",1,48,0.0208333333333333,"site111","Tropical_Southwestern_Atlantic"
"2442","Tetraodontidae",1,48,0.0208333333333333,"site111","Tropical_Southwestern_Atlantic"
"1657","Scaridae",5,39,0.128205128205128,"site112","Tropical_Southwestern_Atlantic"
"761","Haemulidae",4,39,0.102564102564103,"site112","Tropical_Southwestern_Atlantic"
"1200","Acanthuridae",3,39,0.0769230769230769,"site112","Tropical_Southwestern_Atlantic"
"961","Labridae",3,39,0.0769230769230769,"site112","Tropical_Southwestern_Atlantic"
"1458","Pomacanthidae",3,39,0.0769230769230769,"site112","Tropical_Southwestern_Atlantic"
"1557","Pomacentridae",3,39,0.0769230769230769,"site112","Tropical_Southwestern_Atlantic"
"1757","Serranidae",3,39,0.0769230769230769,"site112","Tropical_Southwestern_Atlantic"
"3127","Carangidae",2,39,0.0512820512820513,"site112","Tropical_Southwestern_Atlantic"
"561","Gobiidae",2,39,0.0512820512820513,"site112","Tropical_Southwestern_Atlantic"
