"","family","n_species","n_sp_total","prop","site35","province"
"7122","Chaetodontidae",1,41,0.024390243902439,"site63","Galapagos"
"9122","Fistulariidae",1,41,0.024390243902439,"site63","Galapagos"
"10122","Holocentridae",1,41,0.024390243902439,"site63","Galapagos"
"12136","Labrisomidae",1,41,0.024390243902439,"site63","Galapagos"
"13123","Lutjanidae",1,41,0.024390243902439,"site63","Galapagos"
"15116","Ostraciidae",1,41,0.024390243902439,"site63","Galapagos"
"16115","Pomacanthidae",1,41,0.024390243902439,"site63","Galapagos"
"18113","Priacanthidae",1,41,0.024390243902439,"site63","Galapagos"
"20106","Scorpaenidae",1,41,0.024390243902439,"site63","Galapagos"
"22121","Sphyrnidae",1,41,0.024390243902439,"site63","Galapagos"
"23105","Tetraodontidae",1,41,0.024390243902439,"site63","Galapagos"
"2490","Tripterygiidae",1,41,0.024390243902439,"site63","Galapagos"
"2584","Zanclidae",1,41,0.024390243902439,"site63","Galapagos"
"22122","Pomacentridae",5,48,0.104166666666667,"site65","Tropical_East_Pacific"
"2585","Serranidae",5,48,0.104166666666667,"site65","Tropical_East_Pacific"
"15117","Labridae",4,48,0.0833333333333333,"site65","Tropical_East_Pacific"
"4136","Balistidae",2,48,0.0416666666666667,"site65","Tropical_East_Pacific"
"5124","Blenniidae",2,48,0.0416666666666667,"site65","Tropical_East_Pacific"
"7123","Chaetodontidae",2,48,0.0416666666666667,"site65","Tropical_East_Pacific"
"12137","Haemulidae",2,48,0.0416666666666667,"site65","Tropical_East_Pacific"
"16116","Labrisomidae",2,48,0.0416666666666667,"site65","Tropical_East_Pacific"
"19109","Muraenidae",2,48,0.0416666666666667,"site65","Tropical_East_Pacific"
"21146","Pomacanthidae",2,48,0.0416666666666667,"site65","Tropical_East_Pacific"
"2775","Tetraodontidae",2,48,0.0416666666666667,"site65","Tropical_East_Pacific"
"1604","Acanthuridae",1,48,0.0208333333333333,"site65","Tropical_East_Pacific"
"2409","Apogonidae",1,48,0.0208333333333333,"site65","Tropical_East_Pacific"
"3248","Aulostomidae",1,48,0.0208333333333333,"site65","Tropical_East_Pacific"
"6123","Chaenopsidae",1,48,0.0208333333333333,"site65","Tropical_East_Pacific"
"8123","Cirrhitidae",1,48,0.0208333333333333,"site65","Tropical_East_Pacific"
"9123","Diodontidae",1,48,0.0208333333333333,"site65","Tropical_East_Pacific"
"10123","Fistulariidae",1,48,0.0208333333333333,"site65","Tropical_East_Pacific"
"11161","Gobiidae",1,48,0.0208333333333333,"site65","Tropical_East_Pacific"
"13124","Holocentridae",1,48,0.0208333333333333,"site65","Tropical_East_Pacific"
"14118","Kyphosidae",1,48,0.0208333333333333,"site65","Tropical_East_Pacific"
"17115","Lutjanidae",1,48,0.0208333333333333,"site65","Tropical_East_Pacific"
"18114","Mullidae",1,48,0.0208333333333333,"site65","Tropical_East_Pacific"
"20107","Ophichthidae",1,48,0.0208333333333333,"site65","Tropical_East_Pacific"
"23106","Sciaenidae",1,48,0.0208333333333333,"site65","Tropical_East_Pacific"
"2491","Scorpaenidae",1,48,0.0208333333333333,"site65","Tropical_East_Pacific"
"2679","Synodontidae",1,48,0.0208333333333333,"site65","Tropical_East_Pacific"
"2869","Tripterygiidae",1,48,0.0208333333333333,"site65","Tropical_East_Pacific"
"2961","Urotrygonidae",1,48,0.0208333333333333,"site65","Tropical_East_Pacific"
"7124","Labridae",5,30,0.166666666666667,"site66","Tropical_East_Pacific"
"11162","Pomacentridae",5,30,0.166666666666667,"site66","Tropical_East_Pacific"
"6124","Haemulidae",3,30,0.1,"site66","Tropical_East_Pacific"
"2492","Blenniidae",2,30,0.0666666666666667,"site66","Tropical_East_Pacific"
"4137","Chaetodontidae",2,30,0.0666666666666667,"site66","Tropical_East_Pacific"
"8124","Labrisomidae",2,30,0.0666666666666667,"site66","Tropical_East_Pacific"
"13125","Sciaenidae",2,30,0.0666666666666667,"site66","Tropical_East_Pacific"
"14119","Serranidae",2,30,0.0666666666666667,"site66","Tropical_East_Pacific"
"1605","Balistidae",1,30,0.0333333333333333,"site66","Tropical_East_Pacific"
"3249","Chaenopsidae",1,30,0.0333333333333333,"site66","Tropical_East_Pacific"
"5125","Diodontidae",1,30,0.0333333333333333,"site66","Tropical_East_Pacific"
"9124","Muraenidae",1,30,0.0333333333333333,"site66","Tropical_East_Pacific"
"10124","Pomacanthidae",1,30,0.0333333333333333,"site66","Tropical_East_Pacific"
"12138","Scaridae",1,30,0.0333333333333333,"site66","Tropical_East_Pacific"
"15118","Tripterygiidae",1,30,0.0333333333333333,"site66","Tropical_East_Pacific"
"18115","Pomacentridae",18,78,0.230769230769231,"site11","Northeast_Australian_Shelf"
"6125","Chaetodontidae",9,78,0.115384615384615,"site11","Northeast_Australian_Shelf"
"11163","Labridae",8,78,0.102564102564103,"site11","Northeast_Australian_Shelf"
"2493","Apogonidae",5,78,0.0641025641025641,"site11","Northeast_Australian_Shelf"
"20108","Serranidae",5,78,0.0641025641025641,"site11","Northeast_Australian_Shelf"
"1606","Acanthuridae",4,78,0.0512820512820513,"site11","Northeast_Australian_Shelf"
"8125","Gobiidae",4,78,0.0512820512820513,"site11","Northeast_Australian_Shelf"
"13126","Lutjanidae",3,78,0.0384615384615385,"site11","Northeast_Australian_Shelf"
"7125","Dasyatidae",2,78,0.0256410256410256,"site11","Northeast_Australian_Shelf"
"9125","Haemulidae",2,78,0.0256410256410256,"site11","Northeast_Australian_Shelf"
"10125","Holocentridae",2,78,0.0256410256410256,"site11","Northeast_Australian_Shelf"
"15119","Nemipteridae",2,78,0.0256410256410256,"site11","Northeast_Australian_Shelf"
"17116","Pomacanthidae",2,78,0.0256410256410256,"site11","Northeast_Australian_Shelf"
"19110","Scaridae",2,78,0.0256410256410256,"site11","Northeast_Australian_Shelf"
"21147","Siganidae",2,78,0.0256410256410256,"site11","Northeast_Australian_Shelf"
"3250","Balistidae",1,78,0.0128205128205128,"site11","Northeast_Australian_Shelf"
"4138","Blenniidae",1,78,0.0128205128205128,"site11","Northeast_Australian_Shelf"
"5126","Caesionidae",1,78,0.0128205128205128,"site11","Northeast_Australian_Shelf"
"12139","Latidae",1,78,0.0128205128205128,"site11","Northeast_Australian_Shelf"
"14120","Mullidae",1,78,0.0128205128205128,"site11","Northeast_Australian_Shelf"
"16117","Platycephalidae",1,78,0.0128205128205128,"site11","Northeast_Australian_Shelf"
"22123","Synodontidae",1,78,0.0128205128205128,"site11","Northeast_Australian_Shelf"
"23107","Tetraodontidae",1,78,0.0128205128205128,"site11","Northeast_Australian_Shelf"
"12140","Labridae",21,107,0.196261682242991,"site40","Andaman"
"20109","Pomacentridae",13,107,0.121495327102804,"site40","Andaman"
"7126","Chaetodontidae",11,107,0.102803738317757,"site40","Andaman"
"1607","Acanthuridae",10,107,0.0934579439252336,"site40","Andaman"
"16118","Mullidae",7,107,0.0654205607476635,"site40","Andaman"
"4139","Blenniidae",4,107,0.0373831775700935,"site40","Andaman"
"9126","Gobiidae",4,107,0.0373831775700935,"site40","Andaman"
"18116","Pinguipedidae",4,107,0.0373831775700935,"site40","Andaman"
"3251","Balistidae",3,107,0.0280373831775701,"site40","Andaman"
"17117","Nemipteridae",3,107,0.0280373831775701,"site40","Andaman"
"19111","Pomacanthidae",3,107,0.0280373831775701,"site40","Andaman"
"21148","Scaridae",3,107,0.0280373831775701,"site40","Andaman"
"23108","Serranidae",3,107,0.0280373831775701,"site40","Andaman"
"5127","Caesionidae",2,107,0.0186915887850467,"site40","Andaman"
"8126","Cirrhitidae",2,107,0.0186915887850467,"site40","Andaman"
"14121","Lutjanidae",2,107,0.0186915887850467,"site40","Andaman"
"15120","Microdesmidae",2,107,0.0186915887850467,"site40","Andaman"
"2586","Tetraodontidae",2,107,0.0186915887850467,"site40","Andaman"
"2494","Apogonidae",1,107,0.00934579439252336,"site40","Andaman"
"6126","Carangidae",1,107,0.00934579439252336,"site40","Andaman"
"10126","Haemulidae",1,107,0.00934579439252336,"site40","Andaman"
"11164","Holocentridae",1,107,0.00934579439252336,"site40","Andaman"
"13127","Lethrinidae",1,107,0.00934579439252336,"site40","Andaman"
"22124","Scorpaenidae",1,107,0.00934579439252336,"site40","Andaman"
"2495","Siganidae",1,107,0.00934579439252336,"site40","Andaman"
"2680","Zanclidae",1,107,0.00934579439252336,"site40","Andaman"
"11165","Labridae",16,107,0.149532710280374,"site89","Central_Indian_Ocean_Islands"
"21149","Pomacentridae",12,107,0.11214953271028,"site89","Central_Indian_Ocean_Islands"
"6127","Chaetodontidae",11,107,0.102803738317757,"site89","Central_Indian_Ocean_Islands"
"22125","Scaridae",9,107,0.0841121495327103,"site89","Central_Indian_Ocean_Islands"
"1608","Acanthuridae",8,107,0.0747663551401869,"site89","Central_Indian_Ocean_Islands"
"9127","Holocentridae",8,107,0.0747663551401869,"site89","Central_Indian_Ocean_Islands"
"2496","Serranidae",7,107,0.0654205607476635,"site89","Central_Indian_Ocean_Islands"
"3252","Balistidae",6,107,0.0560747663551402,"site89","Central_Indian_Ocean_Islands"
"8127","Gobiidae",4,107,0.0373831775700935,"site89","Central_Indian_Ocean_Islands"
"20110","Pomacanthidae",3,107,0.0280373831775701,"site89","Central_Indian_Ocean_Islands"
"7127","Cirrhitidae",2,107,0.0186915887850467,"site89","Central_Indian_Ocean_Islands"
"13128","Lutjanidae",2,107,0.0186915887850467,"site89","Central_Indian_Ocean_Islands"
"14122","Microdesmidae",2,107,0.0186915887850467,"site89","Central_Indian_Ocean_Islands"
"15121","Mullidae",2,107,0.0186915887850467,"site89","Central_Indian_Ocean_Islands"
"16119","Muraenidae",2,107,0.0186915887850467,"site89","Central_Indian_Ocean_Islands"
"18117","Ostraciidae",2,107,0.0186915887850467,"site89","Central_Indian_Ocean_Islands"
"2497","Aulostomidae",1,107,0.00934579439252336,"site89","Central_Indian_Ocean_Islands"
"4140","Blenniidae",1,107,0.00934579439252336,"site89","Central_Indian_Ocean_Islands"
"5128","Carangidae",1,107,0.00934579439252336,"site89","Central_Indian_Ocean_Islands"
"10127","Kyphosidae",1,107,0.00934579439252336,"site89","Central_Indian_Ocean_Islands"
"12141","Lethrinidae",1,107,0.00934579439252336,"site89","Central_Indian_Ocean_Islands"
"17118","Nemipteridae",1,107,0.00934579439252336,"site89","Central_Indian_Ocean_Islands"
"19112","Pinguipedidae",1,107,0.00934579439252336,"site89","Central_Indian_Ocean_Islands"
"23109","Scorpaenidae",1,107,0.00934579439252336,"site89","Central_Indian_Ocean_Islands"
"2587","Tetraodontidae",1,107,0.00934579439252336,"site89","Central_Indian_Ocean_Islands"
"2681","Tripterygiidae",1,107,0.00934579439252336,"site89","Central_Indian_Ocean_Islands"
"2776","Zanclidae",1,107,0.00934579439252336,"site89","Central_Indian_Ocean_Islands"
"12142","Labridae",20,104,0.192307692307692,"site90","Central_Indian_Ocean_Islands"
"22126","Pomacentridae",15,104,0.144230769230769,"site90","Central_Indian_Ocean_Islands"
"7128","Chaetodontidae",10,104,0.0961538461538462,"site90","Central_Indian_Ocean_Islands"
"1609","Acanthuridae",9,104,0.0865384615384615,"site90","Central_Indian_Ocean_Islands"
"23110","Scaridae",7,104,0.0673076923076923,"site90","Central_Indian_Ocean_Islands"
"3253","Balistidae",5,104,0.0480769230769231,"site90","Central_Indian_Ocean_Islands"
"2498","Serranidae",5,104,0.0480769230769231,"site90","Central_Indian_Ocean_Islands"
"10128","Gobiidae",4,104,0.0384615384615385,"site90","Central_Indian_Ocean_Islands"
"17119","Mullidae",4,104,0.0384615384615385,"site90","Central_Indian_Ocean_Islands"
"4141","Blenniidae",3,104,0.0288461538461538,"site90","Central_Indian_Ocean_Islands"
"21150","Pomacanthidae",3,104,0.0288461538461538,"site90","Central_Indian_Ocean_Islands"
"8128","Cirrhitidae",2,104,0.0192307692307692,"site90","Central_Indian_Ocean_Islands"
"16120","Monacanthidae",2,104,0.0192307692307692,"site90","Central_Indian_Ocean_Islands"
"2588","Tetraodontidae",2,104,0.0192307692307692,"site90","Central_Indian_Ocean_Islands"
"2499","Apogonidae",1,104,0.00961538461538462,"site90","Central_Indian_Ocean_Islands"
"5129","Caesionidae",1,104,0.00961538461538462,"site90","Central_Indian_Ocean_Islands"
"6128","Carcharhinidae",1,104,0.00961538461538462,"site90","Central_Indian_Ocean_Islands"
"9128","Fistulariidae",1,104,0.00961538461538462,"site90","Central_Indian_Ocean_Islands"
"11166","Holocentridae",1,104,0.00961538461538462,"site90","Central_Indian_Ocean_Islands"
"13129","Lethrinidae",1,104,0.00961538461538462,"site90","Central_Indian_Ocean_Islands"
"14123","Lutjanidae",1,104,0.00961538461538462,"site90","Central_Indian_Ocean_Islands"
"15122","Microdesmidae",1,104,0.00961538461538462,"site90","Central_Indian_Ocean_Islands"
"18118","Nemipteridae",1,104,0.00961538461538462,"site90","Central_Indian_Ocean_Islands"
"19113","Ostraciidae",1,104,0.00961538461538462,"site90","Central_Indian_Ocean_Islands"
"20111","Pinguipedidae",1,104,0.00961538461538462,"site90","Central_Indian_Ocean_Islands"
"2682","Tripterygiidae",1,104,0.00961538461538462,"site90","Central_Indian_Ocean_Islands"
"2777","Zanclidae",1,104,0.00961538461538462,"site90","Central_Indian_Ocean_Islands"
"2778","Pomacentridae",22,138,0.159420289855072,"site117","Western_Coral_Triangle"
"15123","Labridae",20,138,0.144927536231884,"site117","Western_Coral_Triangle"
"8129","Chaetodontidae",16,138,0.115942028985507,"site117","Western_Coral_Triangle"
"1700","Acanthuridae",11,138,0.0797101449275362,"site117","Western_Coral_Triangle"
"2683","Pomacanthidae",6,138,0.0434782608695652,"site117","Western_Coral_Triangle"
"3056","Serranidae",6,138,0.0434782608695652,"site117","Western_Coral_Triangle"
"2870","Scaridae",5,138,0.036231884057971,"site117","Western_Coral_Triangle"
"2500","Apogonidae",4,138,0.0289855072463768,"site117","Western_Coral_Triangle"
"4142","Balistidae",4,138,0.0289855072463768,"site117","Western_Coral_Triangle"
"5130","Blenniidae",4,138,0.0289855072463768,"site117","Western_Coral_Triangle"
"17120","Lutjanidae",4,138,0.0289855072463768,"site117","Western_Coral_Triangle"
"9129","Cirrhitidae",3,138,0.0217391304347826,"site117","Western_Coral_Triangle"
"21151","Mullidae",3,138,0.0217391304347826,"site117","Western_Coral_Triangle"
"31101","Siganidae",3,138,0.0217391304347826,"site117","Western_Coral_Triangle"
"6129","Caesionidae",2,138,0.0144927536231884,"site117","Western_Coral_Triangle"
"7129","Carangidae",2,138,0.0144927536231884,"site117","Western_Coral_Triangle"
"12143","Haemulidae",2,138,0.0144927536231884,"site117","Western_Coral_Triangle"
"13130","Holocentridae",2,138,0.0144927536231884,"site117","Western_Coral_Triangle"
"19114","Microdesmidae",2,138,0.0144927536231884,"site117","Western_Coral_Triangle"
"20112","Monacanthidae",2,138,0.0144927536231884,"site117","Western_Coral_Triangle"
"3338","Tetraodontidae",2,138,0.0144927536231884,"site117","Western_Coral_Triangle"
"3254","Aulostomidae",1,138,0.0072463768115942,"site117","Western_Coral_Triangle"
"10129","Diodontidae",1,138,0.0072463768115942,"site117","Western_Coral_Triangle"
"11167","Gobiidae",1,138,0.0072463768115942,"site117","Western_Coral_Triangle"
"14124","Kyphosidae",1,138,0.0072463768115942,"site117","Western_Coral_Triangle"
"16121","Lethrinidae",1,138,0.0072463768115942,"site117","Western_Coral_Triangle"
"18119","Malacanthidae",1,138,0.0072463768115942,"site117","Western_Coral_Triangle"
"22127","Muraenidae",1,138,0.0072463768115942,"site117","Western_Coral_Triangle"
"23111","Nemipteridae",1,138,0.0072463768115942,"site117","Western_Coral_Triangle"
"24100","Ostraciidae",1,138,0.0072463768115942,"site117","Western_Coral_Triangle"
"2589","Pinguipedidae",1,138,0.0072463768115942,"site117","Western_Coral_Triangle"
"2962","Scorpaenidae",1,138,0.0072463768115942,"site117","Western_Coral_Triangle"
"3255","Synodontidae",1,138,0.0072463768115942,"site117","Western_Coral_Triangle"
"3431","Zanclidae",1,138,0.0072463768115942,"site117","Western_Coral_Triangle"
"16122","Labridae",33,197,0.16751269035533,"site131","Tropical_Southwestern_Pacific"
"2779","Pomacentridae",27,197,0.137055837563452,"site131","Tropical_Southwestern_Pacific"
"1701","Acanthuridae",20,197,0.101522842639594,"site131","Tropical_Southwestern_Pacific"
"10130","Chaetodontidae",17,197,0.0862944162436548,"site131","Tropical_Southwestern_Pacific"
"12144","Gobiidae",14,197,0.0710659898477157,"site131","Tropical_Southwestern_Pacific"
"2963","Scaridae",11,197,0.0558375634517767,"site131","Tropical_Southwestern_Pacific"
"5131","Blenniidae",7,197,0.0355329949238579,"site131","Tropical_Southwestern_Pacific"
"21152","Mullidae",6,197,0.0304568527918782,"site131","Tropical_Southwestern_Pacific"
"2684","Pomacanthidae",6,197,0.0304568527918782,"site131","Tropical_Southwestern_Pacific"
"14125","Holocentridae",5,197,0.0253807106598985,"site131","Tropical_Southwestern_Pacific"
"17121","Lethrinidae",5,197,0.0253807106598985,"site131","Tropical_Southwestern_Pacific"
"18120","Lutjanidae",4,197,0.0203045685279188,"site131","Tropical_Southwestern_Pacific"
"31102","Serranidae",4,197,0.0203045685279188,"site131","Tropical_Southwestern_Pacific"
"6130","Caesionidae",3,197,0.0152284263959391,"site131","Tropical_Southwestern_Pacific"
"11168","Cirrhitidae",3,197,0.0152284263959391,"site131","Tropical_Southwestern_Pacific"
"19115","Microdesmidae",3,197,0.0152284263959391,"site131","Tropical_Southwestern_Pacific"
"2501","Apogonidae",2,197,0.0101522842639594,"site131","Tropical_Southwestern_Pacific"
"4143","Balistidae",2,197,0.0101522842639594,"site131","Tropical_Southwestern_Pacific"
"9130","Carcharhinidae",2,197,0.0101522842639594,"site131","Tropical_Southwestern_Pacific"
"13131","Haemulidae",2,197,0.0101522842639594,"site131","Tropical_Southwestern_Pacific"
"20113","Monacanthidae",2,197,0.0101522842639594,"site131","Tropical_Southwestern_Pacific"
"24101","Pinguipedidae",2,197,0.0101522842639594,"site131","Tropical_Southwestern_Pacific"
"2871","Pseudochromidae",2,197,0.0101522842639594,"site131","Tropical_Southwestern_Pacific"
"3256","Siganidae",2,197,0.0101522842639594,"site131","Tropical_Southwestern_Pacific"
"3432","Tetraodontidae",2,197,0.0101522842639594,"site131","Tropical_Southwestern_Pacific"
"3257","Aulostomidae",1,197,0.0050761421319797,"site131","Tropical_Southwestern_Pacific"
"7130","Callionymidae",1,197,0.0050761421319797,"site131","Tropical_Southwestern_Pacific"
"8130","Carangidae",1,197,0.0050761421319797,"site131","Tropical_Southwestern_Pacific"
"15124","Kyphosidae",1,197,0.0050761421319797,"site131","Tropical_Southwestern_Pacific"
"22128","Nemipteridae",1,197,0.0050761421319797,"site131","Tropical_Southwestern_Pacific"
"23112","Pempheridae",1,197,0.0050761421319797,"site131","Tropical_Southwestern_Pacific"
